7916, IH L D ER N AH S 
5798, IY DH IH NG 
12317, ER S AH N AH L IY 
11396, P AH L UW 
7829, AH N IH K S P 
5116, IH L EH K T R AA N IH K S 
6401, V AH L IH D 
9890, AH S AH S 
6695, R IH D IH K Y AH L AH S 
34331, N S ER N D 
28046, IH S M AH S 
13130, IY Z AH N AH B AH L 
35898, T ER AA N T 
18440, IH K S P EH R AH M AH N T 
7193, D IH P L AH M AE T IH 
9018, EH TH IH K AH L 
13382, IH N G R 
8157, AA N AH M ER 
55271, K AA M B 
13403, AO T AH M AE T IH K 
7535, EH L AH V EY T 
29769, S T R EH NG K TH 
5941, R AE SH AH 
17615, IH M AH G R AH 
27531, AE S R UW M 
31993, IH V AE L 
23182, R IY JH AH N AH 
7220, S EH S IH NG 
8968, AE N OW 
6529, ER D IH K T 
20802, V ER N ER 
7596, R AO L 
6031, R OW T AH K AA L 
5205, EH R AH N T IY 
17445, P L EH N T IY 
13390, N EH N T 
59909, P ER F AO R M AH N 
218266, B OW 
7914, AO R W EY 
47225, K AA M P AH 
5349, IH L AE B R AH T 
8504, EY SH AH N T 
7556, L AA B 
13402, R AH F EH SH AH N AH L 
15889, S AH S T EY N 
12628, V AE L Y AH B 
48094, M P EH R 
5082, N EY B ER IH 
5981, S EH N S IH 
212976, K L IY 
27449, P R OW CH 
9480, UH K IY 
50200, W AH T EH V ER 
13656, L AE S T 
11530, AH S AH N T 
23212, EY L IY 
6303, N S IY D 
6577, W AE G AH N 
37473, AH R EH S T IH NG 
20774, ER S EH N T AH JH 
20036, AH N AA N 
29155, R EH S T IH D 
7870, AH K CH ER AH L 
15687, ER V Y UW 
15535, M AE T IH K L IY 
36408, S IH T AH Z AH N 
8675, AA M B AE T 
29044, P R AH S IY JH 
6621, V OW T IH 
15613, P R IH T EY SH AH N 
8039, IH M P IH K S 
22519, D IH P R EH 
5184, Y AH NG S T 
10954, AE R AH T IH V 
12342, T EH R ER 
54152, K AH N K 
15804, T EY B AH L S P 
12034, CH EY M B ER 
12086, T IH S T IH K S 
12340, R T R AH T 
5239, IY G OW 
47375, N EY M 
8275, IY K N AH S 
20964, AE K S AH D AH 
6445, AO R G AH N AH Z EY SH AH N AH L 
26697, M IH T IY 
5186, AA G 
8660, EH JH AH N D 
6726, OW M L AE N D 
2028981, AE T 
6577, W AE G 
17482, AH N F AO R CH AH N AH 
5727, V OW K AH 
11706, B UH L AH 
13162, ER IY N 
109288, HH IH M S EH 
13402, P R AH F EH SH AH N AH L 
17305, K R AH T 
5785, R T AE L AH T IY 
8075, M AE K S AH M AH 
5826, G R AE N D CH AY L D 
101482, OY L 
118538, K L IH 
34009, K S P IH R IY AH N S 
8889, F EH K T IH V N AH S 
37950, HH UW M 
14691, V IH Z AH B 
5400, P R EH D AH 
58307, TH AW 
11747, N EH R IY OW 
46852, S K AH S 
27023, IH G N 
53398, IY S AO R S 
94378, K AH L EH 
162411, D IH F ER AH N T 
34331, ER N D 
6439, ER TH K W EY K 
6452, K R IY EY T IH V AH T IY 
23167, M AY N AO R AH T 
16977, AE S EH T 
22721, AW T K AH M 
13207, IH N T EH N CH AH 
5742, SH EH R HH OW 
25735, AE P L AH 
55995, IH G Z IH S T 
8941, R AA S AH K Y UW SH AH N 
10625, N AH M IH S T 
7388, K S K Y UW S 
5483, N T AW N 
18283, UW V AH L 
10568, L EH S AH N T 
14965, S P EH N D IH NG 
11086, UW N ER AH L 
5321, OW SH N AH L IY 
28338, EH SH AH N AH L 
6838, S T AE CH UW T 
6439, W AH L T IY 
9789, M EH D AH K EY SH 
88783, R OW D 
15267, R EH Z AH N T 
12347, R AH T IY JH IH K 
10397, V AH L N ER 
33191, EH N ER AH L IY 
10976, EH L D ER L IY 
5719, F EH M 
16163, AO R OW V ER 
12807, OW V ER W EH 
12260, IH K S T ER 
62422, AA P ER T 
8170, N S T R IY M 
63264, R T M AH N T 
46575, R AH F EH S ER 
13671, ER F AH K T L IY 
34691, EY B ER HH UH D 
31357, V AA L 
11706, D AY AH L 
51508, S T R AH K CH 
10722, IH G Z AE M AH N EY SH AH 
7485, AH JH AY Z 
6775, L AY AH B IH 
7355, IH N V IH Z AH B 
6495, M B AY N D 
7780, T EH K N AH L AA JH IH K AH L 
6828, AH M AE T IH K S 
50334, S ER V AY V 
25850, B AH S 
6460, IH N V IH T 
8170, EY N S T R IY M 
21715, M Y UW Z IY AH 
18205, Y UW S F AH L 
5809, D IH S K AW N T 
5558, OW P AH N L IY 
31206, R IY M AY 
28758, M P ER EH R IY 
27449, R OW CH 
11293, AY F T AY M 
62999, P AA P Y AH L EY 
134129, N D ER 
365466, AO R T 
193858, S L 
11284, K W AH N S IY 
13323, IH Z L AA 
6111, S T AH T UW SH AH N 
15613, ER P R IH T EY SH AH N 
196691, L IY V 
8039, M P IH K S 
9832, G ER L F R 
245322, D IH F ER AH 
64534, IY AH D 
10143, F L EY V ER 
5240, B AE T AH 
154743, JH AA B 
6671, P ER EY T IH V 
49119, S T M AH N T 
10747, D IH S T R IH B Y UW T 
84456, AE K S EH 
66830, N AE CH ER AH L 
5027, K AA N T AH M P L EY T 
42535, AH S IH 
121355, S AH K 
155761, P AH L IH 
6332, R AE N CH AY Z 
49530, R IH K T ER 
11316, K AA L AH JH IY 
15640, IH N V AA L V M 
23307, AA N S AH K W AH N S 
10166, IH T IH V 
12261, T R EY N JH ER 
5532, T R IH K T L IY 
41865, EH K SH UW AH L 
34027, L AY AH N T 
20796, IH M ER JH AH N S IY 
5138, B R AO D K 
32432, D AH Z AH N 
15815, R AE N S F AO R M 
11499, L AH V ER 
47853, L AO Y 
31088, AH D M IH N IH 
32928, IH N SH 
63406, B R AH DH 
18922, R EH Z AH L UW SH 
6141, IH N K R EH D AH B L IY 
5698, EH K Y AH L EY SH AH N 
10196, AH V AY D ER 
5509, AE L IH D 
6787, HH IH D AH N 
5602, S IH T IH Z AH N SH IH P 
9758, IH N F L EY SH AH N 
38540, K AA N T R AE K T 
34446, JH IH K 
6161, IH N F L UW EH N 
14318, R EH G Y AH L EY T 
8471, AH N IH M P L 
6312, F L EH K S AH B AH 
5104, AH N W AY D 
27295, UW F 
12006, K EH M IH K AH L 
22022, UW M AH N 
5674, D IH P L OY 
7762, AH N D ER M AY 
23265, EY S IH K L IY 
166240, F OW 
10641, K AH L EH S T ER 
382884, N ER 
30299, F R AH N 
67399, AH M P Y UW T ER 
4935, D IH K T EY 
11717, R EH N T 
2445424, S AH 
178372, B UH 
67278, R G AH N AH Z EY SH AH N 
9019, IH K S P EH R IH M 
67399, K AH M P Y UW T 
35471, IH K S P AE N 
7388, IH K S K Y UW 
28910, P AH T EH N SH AH 
22380, Y UW N Y AH N 
6743, D AY M AH N 
11277, NG ER 
27494, N D ER F AH L 
55992, R IY S AH N T L IY 
5773, AH L ER F AH L 
8996, IH N Y UW AH S 
14936, K AH N G 
26011, S EH P ER 
9793, B AE T ER 
16706, S AH L EH K SH AH 
95608, AH M W AH N 
19293, K AH N T EH M P ER EH R 
13207, T EH N CH AH N 
82255, N IY D 
109720, M OW M AH N T 
73723, AO R G AH N AH 
11135, EH D K W AO R T ER Z 
12105, EH N T IH V 
32929, R IH T IH SH 
330408, B AA 
29994, K R AE 
49208, P R IY P EH 
33525, R AH G AA 
7829, AH N IH K S P EH K T IH 
7462, EH Z AH T EY T 
5028, AE K Y UW M 
14058, R EY T ER 
23521, TH EH R AH 
5604, P IY N 
9121, AE F R IH K AH N AH M 
6538, S P EH SH AH L AY Z 
26907, B AE K G 
6468, AH L UW M AH 
7304, EY AA S 
108421, M EY B 
25492, F OW T OW 
7813, K AH M P L EH K S AH T 
7474, R IY B IH L 
10920, V EH S AH 
7659, TH AH 
6585, IH G N AH T IY 
5491, D AH B R 
83043, T R EY N 
6149, M EH T R AH P AA 
5696, AH N K AH V ER 
6039, UW M AH B L IY 
8454, AH G N OW S AH S 
31012, AH P AA R T M AH 
7382, W EH R EH 
22267, S AH M HH 
10159, NG TH AH N 
16058, T R AE N Z IH SH AH 
7780, K N AH L AA JH IH K AH L 
9293, IH M P L AH M EH N T EY SH 
18328, S IH R IY AH S L 
19193, K ER IH K Y AH L 
29515, R IH Z AH L 
8981, M IH R AH K 
9664, IH S T IH NG G W IH SH 
39143, IH L EY T 
19182, M IH N AH M 
26237, R IY AH T 
7222, AE R AH B 
6647, EH S TH 
5519, AH V EY L AH B IH L 
10167, M EY N T AH N AH 
29113, K AA N T EH K S 
26552, K AH N EH K SH 
15758, T IH NG K T 
7103, IH K CH ER 
39745, P R AE K 
136961, M AE N AH JH 
161469, T ER IY 
6129, AA N S ER V EY SH AH N 
4922, B AO R IH NG 
34745, F L AW ER 
6267, R UW AH 
5938, IH N S T AH L EY SH 
20796, IH M ER JH AH 
76304, EH SH L IY 
21569, N AA N 
9300, AO F AH L 
176708, AH S IY 
5925, M AA D AH L 
188535, M EH M 
9793, F AH K EY SH AH N 
5884, OW T B UH K 
13171, IH V EH L AH P IH NG 
43382, S AH D AH N L IY 
80950, K EH R IH 
15969, EH G Z IH S T AH N 
12123, S M EH 
217011, P AH N IY 
8463, B ER B AH N 
6185, IH G Z AA T IH 
5130, AO R T AH N T L IY 
15862, R IH D AH 
11306, M P L AH K EY T AH D 
27609, IH N F L UW 
97608, L EY ER 
9206, L AH NG 
8871, N K R IY T 
6743, D AY M AH N D 
26470, L AE B 
6868, L OW N L 
135924, R AH G 
101006, S K IH 
20351, S T R AH K T 
6261, S P IH R AH S IY 
255669, M AH L IY 
22445, EH V AH N UW 
11177, T R AO 
20912, K AA N T R AH B Y 
35552, F ER M 
13043, N AH G 
7090, IH N V AH N T AO 
126717, AH TH IH NG 
7630, IH G ER 
11384, T AA L ER 
123611, IY F 
12317, P ER S AH N AH L 
10014, T ER B AE K 
34534, CH AH W AH L IY 
44765, S AH P AH L 
21894, T R EH N 
19193, Y AH L AH M 
38800, G AA R D AH N 
14551, M P L EY N T 
122789, ER AW 
13041, S P EH SH AH L IH S T 
19075, AY ER L IY 
7338, K W AH Z IH SH AH N 
11449, R L IH K 
5720, AE D ER 
13041, S P EH SH AH L IH 
9319, W AY D S 
6651, K T IH V AH T IY 
10112, T ER AH 
38079, N S UW M ER 
32852, B R EY N 
64534, IH R IY AH D 
50329, AA R T IH K Y AH L ER L IY 
5587, T OW L 
15008, EH F AH S AH T 
14516, T R AE N S P ER T EY SH AH 
5773, K AH L ER F 
5909, L OY T 
67399, M P Y UW T ER 
17778, AH K Y 
9735, D F UH L 
21856, B IH L AO NG 
129671, SH OW 
7512, AA M P AH N S EY SH AH N 
12317, P ER S AH N AH 
19456, D AH N S IY 
32550, M P L IY T L IY 
17260, P R AA S IH K Y UW T 
13254, IH K S K L UW S 
22100, N EH K T 
6210, R G AH N IH Z AH M 
7399, AY D AH N S 
10403, S K AE N D AH L 
43493, M EY N T EY 
26080, IH S T EY K 
17934, AH S L EY SH AH N 
6258, M P R AY Z 
36256, L OY 
20681, UW Z ER 
32924, AY S AH S 
7671, AH N S ER T AH N T 
8287, K L AO 
13376, S T AE N SH AH L 
5388, IH L IH B ER AH T L IY 
34456, V ER ZH AH 
13964, HH EH V AH L 
8449, K AH T EH K CH ER 
35898, S T ER AA N T 
15613, IH N T ER P R IH T EY 
9491, V AH N S 
204297, IH N D AH 
81383, ER T AH N 
41059, F R IY K W 
7866, TH IY AA L AH JH IY 
26039, M AA K R AH S IY 
40776, S AH S EH R IY 
5755, L AO M EY 
7753, K ER AH N S 
10954, N AE R AH 
129534, S P EH N 
8632, UW P IH R IY ER 
29340, N T IH JH 
5662, S AH P AO R T IH 
13438, M OW K 
7961, IH N F R AH S 
13290, T UW N 
5541, S AA V R AH N T 
15815, N S F AO R M 
6690, NG K R AH P S IY 
10001, P ER CH AH 
9461, L EH G AH S IY 
34330, G AE DH ER 
8997, D AH F AY 
79992, P AH B L 
74534, EH V R IY W AH N 
7634, AA N T R AE K T ER 
10961, K AA M P AH Z IH 
10130, R EH N D SH IH P 
6577, W AE G AH 
6689, P R IH NG 
207121, W ER D 
70984, V AA L V 
138378, P EH R AH N T 
5297, R IH P AH B L IH 
21692, K AH L AA JH IH K AH L 
5015, B AY AA G R AH F 
34557, AE F R IH K AA 
23336, AY D ER 
5986, D EY B Y 
7849, F R EH SH M 
6144, IH K S P EH K T AH D 
18334, N EH S AH S EH R AH 
70236, IY AH N S 
5012, P EH K Y AH L EY T 
11469, R AH F EH SH AH N 
5243, N S IH NG 
7416, P R AH M OW SH AH N 
13686, T R AY K 
28704, EH N IY B AH 
11306, K AA M P L AH K EY 
5109, S T EH R IY OW T AY P 
9638, T W EH L V 
5911, R T AH D L IY 
180638, K OW 
17264, M P IY T 
6891, R AH SH AH N 
26552, K AH N EH K SH AH N 
13757, AH N F R AH N T 
42052, P R AH D AH K SH AH N 
12008, K AO R AH S P AA N D AH N T 
15561, AH T EY T OW 
7247, AY D EH N T IH K AH 
5716, OW K L EY M 
50498, T AY T 
9016, AE D M AY 
6509, IY N Y AH S 
6005, W EH L B IY 
5911, AO R T AH D L IY 
10090, K W AA L AH F AY 
15741, N Y AH F AE K CH ER ER 
74096, R IY JH AH N 
46824, AH T R 
38372, D ER N 
13309, IH N EH V AH T AH 
8190, S AW TH W EH S 
5630, K Y UH R IY AA S AH T IY 
5981, IH T IH V IH T IY 
82911, D IH F ER AH N S 
6412, T IH M IH S T IH K 
438795, AA N 
45112, M AE N AH JH M AH N T 
6929, B R OW K ER 
148524, IH N V EH S 
5209, TH ER AY Z 
11566, M Y UW CH 
6401, V AH L IH D IH 
11101, D EH N 
8160, IH K S AY T M AH N T 
21102, K AH P AE 
5819, CH IY T 
10167, M EY N T AH N AH N S 
13403, AO T AH M AE T IH 
39893, K IH N 
9136, K W AY R IY 
27097, D EY SH AH N 
203749, T AO R IY 
7762, D ER M AY N 
12102, G R AH F IY 
78113, B R EH 
41280, D ER EH K SH AH 
6303, K AH N S IY D 
122789, ER AW N 
10014, K W AO R T ER B AE K 
9303, K AW N S AH L IH 
9303, N S AH L IH NG 
26463, L OW K EY SH AH 
29474, K AY N 
5933, AE NG K ER 
35830, L EY D 
9493, B R IH L Y AH 
71394, T EH K T 
20953, S AH B L IY 
20812, K Y UH 
7015, R OW G R AE M 
9087, AE P T AH N 
11539, B AY B AH L 
6452, IY EY T IH V AH T IY 
7535, L AH V EY T ER 
103650, IH N K L UW D IH 
6754, S OW S IY EY T AH D 
30173, R AH F Y 
10746, R AH N T IY 
5486, AE L AH N S T 
17445, P L EH N T 
9227, R IH L EY T IH D 
48655, P AA R T N 
67881, B EY B IY 
6205, S IY N OW 
206898, L EY SH AH N 
8249, B ER B 
6321, K Y AH M EH N T ER IY 
8809, R IH S EH SH AH 
52358, L IY N 
11280, S K W IY 
15514, M EH K S AH K AH N 
16094, EH K S AH L AH N T 
12097, OW K AH N 
19493, R IH L IY F 
15815, AE N S F AO R M 
5211, AH D AH N 
85256, DH EH M S EH L V 
15008, F AH S AH T 
686704, EH S 
29068, AA R K AH T 
5627, B EH R AH S T 
16172, T AH L M AH N T 
14325, AA M P L IH SH 
18925, AH B AO R 
5942, IH M ER JH IH 
19035, F AO R D 
7227, V ER B AH 
15259, D IH P EH N D AH N S 
49635, Z IY 
9250, K AH N S EH N S AH S 
5081, L AY T IH NG 
5662, S AH P AO R T IH V 
19144, IH N T ER AE K SH AH N 
50335, N AA L AH JH 
71093, IH T S EH 
23744, K S P L AO R 
8660, JH AH N D 
9168, N AH N DH AH 
15514, M EH K S 
39616, D IH S K AH SH AH N 
67545, AE K S EH P T 
6806, K SH UW AH L IY 
31993, IH V AE L Y UW 
7940, K AA N V IH K T 
40722, K EH R F 
7949, T EH M P AH L 
6671, K OW AA P ER EY T IH V 
32131, AH K AW 
32110, R AH D IH SH AH N 
7704, P IY S F AH 
6828, M AE TH AH M AE T IH 
7415, P IH K AH P 
56201, M UW V M 
6497, R AH F R IH 
31402, B AE T 
15107, AH B JH EH K T IH V 
69173, N EY T 
63264, AA R T M AH N T 
23954, S AO F T W EH 
5952, D IH S EY 
37095, P R AH M 
9665, HH AE B AH T AE 
198134, D AH 
18032, R AO S 
10250, ER EH S T 
7071, N AH S EH S AH T 
5681, R IY M AY N D ER 
39229, IH N S AH P AH L 
14160, K R AY T 
53840, AE N AE L IH S 
5011, AO R G AH N AY Z D 
34188, S EY F T IY 
11598, P AA R SH 
72603, S IH CH 
11954, EH K T R IH S AH T IY 
7226, EH D AH K EY T 
13382, N G R IY D IY AH N T 
6230, AO R M OW N 
13622, AH N S ER 
82184, AH M EH R IH K AH N 
77713, R IY D 
9584, K AO R AH L EY SH AH 
9326, D IH V OW T 
16124, M P L AH M AH N T 
40267, IH S T AH N T 
5909, AA B JH EH K 
28542, T R EH 
6312, K R IH S CH IY AE N IH T IY 
10948, P R AA M AH N 
19580, W EH L F EH R 
6497, R AH F R IH JH ER 
27219, K AE T AH G 
23904, S AH P R IY M 
10193, Y UW N AH F AO 
34501, P IH N Y AH N 
11160, D IH S M IH S 
6768, S IY N Y 
14938, P EH T AH T IH V 
103171, EY B 
8583, S W AA L 
225381, L IY S 
5773, IH N T AH L 
9796, S AH B S AH K W AH 
7464, UW AH D 
8660, L EH JH AH N 
5321, SH N AH L IY 
5204, G Z AO S T 
9573, K AA M P L EH 
6271, P S T EH R Z 
8049, S UW P ER V AY 
9238, N T EH N S IH T IY 
11155, L EH DH 
7084, D AY N AE M IH K S 
86488, P R AH T EH 
18024, OY Z 
16890, F ER EH V ER 
24447, TH IY EY 
216864, M EY N 
7175, AY N AE M IH K 
7352, P R IY V EH N SH AH 
11295, N AA T 
20351, N S T R AH K T 
6387, P R AH G R EH S IH V 
50329, P AA R T IH K Y AH L ER 
6776, SH AO R T AH JH 
62314, K W AA L AH 
13233, B AY AH L AA JH IH 
21836, S P AA 
13115, S AH T IH V 
48671, S EH K SH UW AH L 
7014, N S T R AH K SH AH N AH L 
6358, IH S K EY 
5627, IH M B 
5350, AA R T IH K Y AH L 
10238, M EH N Y 
11602, K AA M P R IY 
48868, AY AH T 
66194, L UH 
9584, K AO R AH L EY 
6754, AH S OW S IY EY T 
6111, N S T AH T UW SH AH N 
12280, IH S AH G R IY 
22392, N AA V 
45990, D EH S 
83961, T IH V IH T IY 
6278, EH K S AH K Y UW SH AH N 
19679, D UW S ER 
20358, R IH K W AY 
7668, D W AO K 
379592, P R EH 
22233, IH M P AA S AH 
14846, OY ER 
9059, IH D L IY 
5488, R IH M UW V AH 
47807, V AY R AH N M AH N T 
146146, D IH P 
75699, S AH B IH L AH T IY 
5308, R AE G M AH N T 
7512, K AA M P AH N S 
6713, T R EY L ER 
62841, K AA NG 
18873, F IH K L IY 
9017, G R OW S ER 
144437, AH L IH T AH K AH L 
16334, N S IH S T AH N T 
6247, IH N T ER AE K T 
12113, S T IH M Y AH 
67917, S IH N AH L 
41073, D IH P EH N D AH N T 
7274, AH L AH T AO R IY 
165937, K AH P 
21362, D R EH 
6768, IY N Y ER 
31088, AH D M IH N 
7538, HH AO R AH B AH L 
55992, R IY S AH N T L 
10193, Y UW N AH F AO R M 
7519, R IY P AH B L AH 
5529, EH L AH JH AH B AH 
12612, K AO R P ER EY 
8723, AE K S EH P T AH B AH 
5691, JH UH R AH S D IH K SH 
68020, S T R EY T 
9729, D EH M AH N S T R EY SH AH N 
15680, M IY D IY AH T 
7015, R AE M 
9406, AH K W AH T 
5593, L EH JH AH S L EY T ER 
12086, IH S T IH K S 
6920, S AH L EY T 
106879, R IH M EH M 
39974, ER EH K T L IY 
8993, T AE K T IH K 
6473, T R AA P IH K AH L 
21296, T R AE F 
7861, K AA M AH N L 
21169, S AY L AH N S 
7717, T R AH D IH SH AH N AH L IY 
167286, R IH P 
41462, AA R T IH S AH P AH N T 
52144, EH T AH L 
256463, EH V R IY 
28242, W IH NG 
38573, R EH G Y AH L ER 
14776, AO R D AH N EH R 
14425, AH M AE N D ER 
25735, AE P L AH K EY SH 
161027, JH AA 
15444, JH OY N T 
14771, S P AY R 
65831, IH L EH K T 
60072, IH NG G AH L 
24075, S IH Z AH M 
6604, OY AH L T IY 
6030, AY K AA 
12431, P IH S T 
11324, AH L IH T IH K AH L IY 
20196, UW IH SH 
10273, M EH M B ER SH IH P 
7247, AY D EH N T IH 
30047, L IY D ER SH IH 
17260, AA S IH K Y UW T ER 
8643, G Z AE K T 
7213, JH UW D IH 
24946, R T AH N S 
8045, N F Y UW Z 
18873, AH S IH F IH K L IY 
5486, L AH N S T 
19099, P L EH ZH 
17950, D R IY 
8320, TH IY ER EH T 
14891, V ER T IY 
9796, S AH B S AH K W AH N T 
18504, D AH K EY SH AH N 
32204, IH N S T R AH K SH AH 
5297, R IH P AH B 
9896, M P R EH S 
14615, EH N T ER T EY N M AH N 
6276, S P EH K T AE 
5065, R V AH S T 
15831, T EH R IH T AO R IY 
107728, F UW D 
8190, S AW TH W EH S T 
5867, IH N AH M AH M 
5388, D IH L IH B ER AH T L IY 
103171, EY B AH 
8847, N T AH G R EY SH AH N 
22190, JH EH N D 
1240061, S EH 
96112, P IH T AH L 
32688, R IY P L 
15057, IH S P AA N D AH N T 
6384, TH ER OW L IY 
6276, EH K T AE K Y AH L ER 
33279, T OW T AH L 
127331, IH N F AO R M EY SH 
10593, S P L IH 
106159, N SH IH P 
9329, K AH N S ER N IH NG 
7197, L EY Z 
5060, W IH S T 
5084, K AH N T R IH B Y AH T 
20550, D IH K L EH 
64068, K R IH T IH K 
37865, S K EH 
7347, IH L EH K T R IH K AH 
7822, K AA L AH N 
19158, T AE NG K 
44543, AH B Z ER 
42399, P Y AH L ER 
5429, UH R IH Z AH M 
5240, B AE T AH L 
9993, AH P OY N T M 
5731, B OW S 
16434, L AE N IH NG 
23362, IH N T AH G R EY 
21086, P ER S EH P 
15249, S T R AH B Y UW SH AH N 
8035, K R IH S T AH 
5790, L IY HH UH D 
37522, Z P EY P ER 
5109, S T EH R IY OW 
34264, UW K L IY ER 
25429, N IH K AH L 
16351, EH R AH P IY 
28023, IH K W IH P M 
5497, AA Z IH T 
5265, L IH K W 
9319, AY D S P R EH D 
203345, K AH M P AH N 
46696, F AW N D 
10658, N OW W 
12668, S IY L IH 
7251, P ER EH N 
10143, D AA M AH N AH N 
7704, N D EY T 
85256, DH EH M S 
51526, D IH S P AY T 
25899, D EH P 
7668, S AY D W AO K 
13323, IH Z L AA M 
6484, M IH S T IH R IY 
2401691, D IH 
4972, K AH N V IY N Y AH N 
9220, M AA D ER AH 
13703, V R IY 
14045, AH B L IH K EY SH AH N 
5621, L IH S AH N ER 
18126, EH V R IY W EH 
21284, T R AE N Z IH 
5451, S AH P OW Z AH 
59909, M AH N S 
62422, AA P ER T UW N AH T IY 
5420, AH N F OW L 
62071, AE D M IH N IH S T R EY 
16933, P AE S AH N 
8851, JH IY N Z 
9121, N AH M EH R IH K AH N 
135977, AH L EY SH AH N 
83363, AH S L IY 
24838, P R AY M EH R 
18955, AA N F AH D EH N S 
21932, TH IH K 
21706, S P EH N S IH V 
89783, S AH M T 
36161, AH B Y UW SH AH N 
9212, AA K ER 
81192, S OW S AY 
7187, P IH SH AH N 
22038, IH F IH K AH N T L IY 
14234, K R UW SH AH 
11154, V AY AH L EY SH 
49997, T R EY N IH NG 
8259, UW M AE N IH T IY 
7863, N S M EH N T 
22924, R AW D 
15259, M AA R K AH T IH 
7276, EH N T AH 
7550, AH W EY T 
8170, IH K S TH 
8814, IH N S EH K T 
12356, R AH AO R D AH N EH R IY 
155761, P AH L IH T 
15680, N IH G OW SH IY EY SH AH N 
4972, Y AH N S 
8464, T AH M EY T AH D 
6384, TH ER OW 
10120, P F AH L 
15021, N D IY AH N 
31727, EY SH AH N AH L 
10143, D AA M AH N AH N T 
5063, N D R IY 
9230, D IH F EH N D AH N 
166053, R EH D IY 
27533, S AH V 
6185, G Z AA T IH K 
18450, HH AW S HH OW L 
9298, P ER M IH SH 
9758, N AA M IH K S 
5627, IH M B EH R 
6932, K AE N S AH 
13183, B R EY S 
35399, AE N Y UW AH 
7277, EH K W AH T 
35804, P IY SH IY Z 
14136, IH K S EH P SH AH N 
21175, B R AW N 
29044, R AH S IY JH ER 
17511, IH S AH T IY 
26024, S UW P ER 
16163, R OW V ER 
8676, AE N AH V ER S 
40655, M IH SH 
20136, ER S UW 
12356, T R AH AO R D AH N EH R IY 
23529, S IH NG G L IY 
7115, M AE G N AH T UW D 
13256, P R AH V IH ZH 
7000, AE L Y UW 
77368, N D AH N T 
6231, F AE S AH 
132808, IY W AH N 
